Название раздела;Название раздела;Название раздела;Название товара;Артикул товара;Артикул родительского товара;Цена товара;Название производителя;Файл изображения для товара;Цвет;Размер;Состав;Сезон;Описание товара;Дополнительное изображение № 1;Дополнительное изображение № 2;Дополнительное изображение № 3;Дополнительное изображение № 4;Дополнительное изображение № 5;Дополнительное изображение № 6;"Склад ""Основной""";Флаг индексации;Новые поступления;
;;;Рубашка;130815_281-XL;130815_281;2306;Abercrombie & Fitch;;Синий;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Abercrombie & Fitch;Рубашка;130815_302;;2306;Abercrombie & Fitch;/upload/import/130815_302.JPG;Желтый;;100% хлопок;Демисезон;;/upload/import/130815_303.JPG;/upload/import/130815_304.JPG;;;;;2;1;;
;;;Рубашка;130815_302-M;130815_302;2306;Abercrombie & Fitch;;Желтый;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_302-XL;130815_302;2306;Abercrombie & Fitch;;Желтый;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Abercrombie & Fitch;Рубашка;130815_305;;2306;Abercrombie & Fitch;/upload/import/130815_305.JPG;Серый;;100% хлопок;Демисезон;;/upload/import/130815_306.JPG;/upload/import/130815_307.JPG;;;;;2;1;;
;;;Рубашка;130815_305-M;130815_305;2306;Abercrombie & Fitch;;Серый;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_305-L;130815_305;2306;Abercrombie & Fitch;;Серый;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_305-XL;130815_305;2306;Abercrombie & Fitch;;Серый;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Abercrombie & Fitch;Рубашка;130815_308;;2306;Abercrombie & Fitch;/upload/import/130815_308.JPG;Голубой;;100% хлопок;Демисезон;;/upload/import/130815_309.JPG;/upload/import/130815_310.JPG;;;;;2;1;;
;;;Рубашка;130815_308-M;130815_308;2306;Abercrombie & Fitch;;Голубой;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_308-L;130815_308;2306;Abercrombie & Fitch;;Голубой;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_308-XL;130815_308;2306;Abercrombie & Fitch;;Голубой;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Abercrombie & Fitch;Рубашка;130815_311;;2306;Abercrombie & Fitch;/upload/import/130815_311.JPG;Белый;;100% хлопок;Демисезон;;/upload/import/130815_312.JPG;/upload/import/130815_313.JPG;;;;;2;1;;
;;;Рубашка;130815_311-M;130815_311;2306;Abercrombie & Fitch;;Белый;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_311-L;130815_311;2306;Abercrombie & Fitch;;Белый;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_311-XL;130815_311;2306;Abercrombie & Fitch;;Белый;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Пуховики;Camel Active;Пуховик;260815_1;;9360;Camel Active;/upload/import/260815_1.JPG;Черный;;Материал верха: 100% полиамид Подкладка: 100% полиамид Наполнитель: пух;Зима;;/upload/import/260815_2.JPG;/upload/import/260815_3.JPG;/upload/import/260815_4.JPG;/upload/import/260815_5.JPG;;;2;1;;
;;;Пуховик;260815_1-48;260815_1;9360;Camel Active;;Черный;48;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_1-50;260815_1;9360;Camel Active;;Черный;50;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_1-52;260815_1;9360;Camel Active;;Черный;52;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_1-54;260815_1;9360;Camel Active;;Черный;54;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_1-56;260815_1;9360;Camel Active;;Черный;56;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_1-58;260815_1;9360;Camel Active;;Черный;58;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_1-60;260815_1;9360;Camel Active;;Черный;60;;Зима;;;;;;;;2;0;;
Мужская одежда;Куртки;Camel Active;Куртка;260815_6;;8120;Camel Active;/upload/import/260815_6.JPG;Серый;;Материал верха: 70% полиэстер 30% полиамид Наполнитель: синтепон;Зима;;/upload/import/260815_7.JPG;/upload/import/260815_8.JPG;/upload/import/260815_9.JPG;/upload/import/260815_10.JPG;/upload/import/IMG_3785 copy_2 copy.jpg;/upload/import/IMG_3786 copy.jpg;2;1;;
;;;Куртка;260815_6-46;260815_6;8120;Camel Active;;Серый;46;;Зима;;;;;;;;2;0;;
;;;Куртка;260815_6-48;260815_6;8120;Camel Active;;Серый;48;;Зима;;;;;;;;2;0;;
;;;Куртка;260815_6-50;260815_6;8120;Camel Active;;Серый;50;;Зима;;;;;;;;2;0;;
;;;Куртка;260815_6-52;260815_6;8120;Camel Active;;Серый;52;;Зима;;;;;;;;2;0;;
;;;Куртка;260815_6-54;260815_6;8120;Camel Active;;Серый;54;;Зима;;;;;;;;2;0;;
;;;Куртка;260815_6-56;260815_6;8120;Camel Active;;Серый;56;;Зима;;;;;;;;2;0;;
Мужская одежда;Куртки;Camel Active;Куртка;260815_16;;8120;Camel Active;/upload/import/260815_16.JPG;Синий;;Материал верха: 70% полиэстер 30% полиамид Наполнитель: синтепон;Зима;;/upload/import/260815_17.JPG;/upload/import/260815_18.JPG;/upload/import/260815_19.JPG;/upload/import/260815_20.JPG;/upload/import/IMG_3760 copy_2.jpg;/upload/import/IMG_3761 copy.jpg;2;1;;
;;;Куртка;260815_16-48;260815_16;8120;Camel Active;;Синий;48;;Зима;;;;;;;;2;0;;
;;;Куртка;260815_16-50;260815_16;8120;Camel Active;;Синий;50;;Зима;;;;;;;;2;0;;
;;;Куртка;260815_16-52;260815_16;8120;Camel Active;;Синий;52;;Зима;;;;;;;;2;0;;
;;;Куртка;260815_16-54;260815_16;8120;Camel Active;;Синий;54;;Зима;;;;;;;;2;0;;
;;;Куртка;260815_16-56;260815_16;8120;Camel Active;;Синий;56;;Зима;;;;;;;;2;0;;
Мужская одежда;Пуховики;Camel Active;Пуховик;260815_11;;7500;Camel Active;/upload/import/260815_11.JPG;Черный;;Материал верха: 100% полиэстер Подкладка: 100% полиамид Наполнитель: 90% пух, 10% перо;Зима;;/upload/import/260815_12.JPG;/upload/import/260815_13.JPG;/upload/import/260815_14.JPG;/upload/import/260815_15.JPG;;;2;1;;
;;;Пуховик;260815_11-48;260815_11;7500;Camel Active;;Черный;48;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_11-50;260815_11;7500;Camel Active;;Черный;50;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_11-52;260815_11;7500;Camel Active;;Черный;52;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_11-54;260815_11;7500;Camel Active;;Черный;54;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_11-56;260815_11;7500;Camel Active;;Черный;56;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_11-58;260815_11;7500;Camel Active;;Черный;58;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_11-60;260815_11;7500;Camel Active;;Черный;60;;Зима;;;;;;;;2;0;;
Мужская одежда;Пуховики;Camel Active;Пуховик;260815_21;;9360;Camel Active;/upload/import/260815_21.JPG;Синий;;Материал верха: 100% полиамид Подкладка: 100% полиамид Наполнитель: пух;Зима;;/upload/import/260815_22.JPG;/upload/import/260815_23.JPG;/upload/import/260815_24.JPG;/upload/import/IMG_3777 copy.jpg;/upload/import/IMG_3780 copy.jpg;;2;1;;
;;;Пуховик;260815_21-48;260815_21;9360;Camel Active;;Синий;48;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_21-50;260815_21;9360;Camel Active;;Синий;50;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_21-52;260815_21;9360;Camel Active;;Синий;52;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_21-54;260815_21;9360;Camel Active;;Синий;54;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_21-56;260815_21;9360;Camel Active;;Синий;56;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_21-58;260815_21;9360;Camel Active;;Синий;58;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_21-60;260815_21;9360;Camel Active;;Синий;60;;Зима;;;;;;;;2;0;;
Мужская одежда;Пуховики;Camel Active;Пуховик;260815_26;;9360;Camel Active;/upload/import/260815_26.JPG;Черный;;Материал верха: 100% полиамид Подкладка: 100% полиамид Наполнитель: пух;Зима;;/upload/import/260815_27.JPG;/upload/import/260815_28.JPG;/upload/import/260815_29.JPG;/upload/import/260815_30.JPG;/upload/import/IMG_3764 copy.jpg;/upload/import/IMG_3767 copy.jpg;2;1;;
;;;Пуховик;260815_26-48;260815_26;9360;Camel Active;;Черный;48;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_26-50;260815_26;9360;Camel Active;;Черный;50;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_26-52;260815_26;9360;Camel Active;;Черный;52;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_26-54;260815_26;9360;Camel Active;;Черный;54;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_26-56;260815_26;9360;Camel Active;;Черный;56;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_26-58;260815_26;9360;Camel Active;;Черный;58;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_26-60;260815_26;9360;Camel Active;;Черный;60;;Зима;;;;;;;;2;0;;
Мужская одежда;Пуховики;Camel Active;Пуховик;260815_31;;9360;Camel Active;/upload/import/260815_31.JPG;Коричневый;;Материал верха: 100% полиамид Подкладка: 100% полиамид Наполнитель: пух;Зима;;/upload/import/260815_32.JPG;/upload/import/260815_33.JPG;/upload/import/260815_34.JPG;/upload/import/260815_35.JPG;/upload/import/IMG_3771 copy.jpg;/upload/import/IMG_3774 copy.jpg;2;1;;
;;;Пуховик;260815_31-48;260815_31;9360;Camel Active;;Коричневый;48;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_31-50;260815_31;9360;Camel Active;;Коричневый;50;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_31-52;260815_31;9360;Camel Active;;Коричневый;52;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_31-54;260815_31;9360;Camel Active;;Коричневый;54;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_31-56;260815_31;9360;Camel Active;;Коричневый;56;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_31-58;260815_31;9360;Camel Active;;Коричневый;58;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_31-60;260815_31;9360;Camel Active;;Коричневый;60;;Зима;;;;;;;;2;0;;
Мужская одежда;Пуховики;Camel Active;Пуховик;260815_36;;9500;Camel Active;/upload/import/260815_36.JPG;Бежевый;;"Материал Верха: 65% Хлопок, 35% Полиамид; Наполнитель: 80% Пух, 20% Перо";Зима;;/upload/import/260815_37.JPG;/upload/import/260815_38.JPG;/upload/import/260815_39.JPG;/upload/import/260815_40.JPG;/upload/import/IMG_3771 copy.jpg;/upload/import/IMG_3774 copy.jpg;2;1;;
;;;Пуховик;260815_36-48;260815_36;9500;Camel Active;;Бежевый;48;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_36-50;260815_36;9500;Camel Active;;Бежевый;50;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_36-52;260815_36;9500;Camel Active;;Бежевый;52;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_36-54;260815_36;9500;Camel Active;;Бежевый;54;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_36-56;260815_36;9500;Camel Active;;Бежевый;56;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_36-58;260815_36;9500;Camel Active;;Бежевый;58;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_36-60;260815_36;9500;Camel Active;;Бежевый;60;;Зима;;;;;;;;2;0;;
Мужская одежда;Пуховики;Camel Active;Пуховик;260815_41;;9500;Camel Active;/upload/import/260815_41.JPG;Серый;;"Материал Верха: 65% Хлопок, 35% Полиамид; Наполнитель: 80% Пух, 20% Перо";Зима;;/upload/import/260815_42.JPG;/upload/import/260815_43.JPG;/upload/import/260815_44.JPG;/upload/import/260815_45.JPG;/upload/import/IMG_3771 copy.jpg;/upload/import/IMG_3774 copy.jpg;2;1;;
;;;Пуховик;260815_41-48;260815_41;9500;Camel Active;;Серый;48;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_41-50;260815_41;9500;Camel Active;;Серый;50;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_41-52;260815_41;9500;Camel Active;;Серый;52;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_41-54;260815_41;9500;Camel Active;;Серый;54;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_41-56;260815_41;9500;Camel Active;;Серый;56;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_41-58;260815_41;9500;Camel Active;;Серый;58;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_41-60;260815_41;9500;Camel Active;;Серый;60;;Зима;;;;;;;;2;0;;
Мужская одежда;Пуховики;Camel Active;Пуховик;260815_46;;9500;Camel Active;/upload/import/260815_46.JPG;Синий;;"Материал Верха: 65% Хлопок, 35% Полиамид; Наполнитель: 80% Пух, 20% Перо";Зима;;/upload/import/260815_47.JPG;/upload/import/260815_48.JPG;/upload/import/260815_49.JPG;/upload/import/260815_50.JPG;/upload/import/IMG_3771 copy.jpg;/upload/import/IMG_3774 copy.jpg;2;1;;
;;;Пуховик;260815_46-48;260815_46;9500;Camel Active;;Синий;48;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_46-50;260815_46;9500;Camel Active;;Синий;50;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_46-52;260815_46;9500;Camel Active;;Синий;52;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_46-54;260815_46;9500;Camel Active;;Синий;54;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_46-56;260815_46;9500;Camel Active;;Синий;56;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_46-58;260815_46;9500;Camel Active;;Синий;58;;Зима;;;;;;;;2;0;;
;;;Пуховик;260815_46-60;260815_46;9500;Camel Active;;Синий;60;;Зима;;;;;;;;2;0;;
Мужская одежда;Пуховики;Champion;Пуховик;250815_1;;5900;Champion;/upload/import/250815_1.JPG;Синий;;Верх: 100% полиэстер, наполнитель: Пух;Зима;;/upload/import/250815_2.JPG;/upload/import/250815_3.JPG;/upload/import/250815_4.JPG;/upload/import/250815_5.JPG;;;2;1;;
;;;Пуховик;250815_1-S;250815_1;5900;Champion;;Синий;                 S;;Зима;;;;;;;;2;0;;
;;;Пуховик;250815_1-M;250815_1;5900;Champion;;Синий;                M;;Зима;;;;;;;;2;0;;
;;;Пуховик;250815_1-L;250815_1;5900;Champion;;Синий;                L;;Зима;;;;;;;;2;0;;
;;;Пуховик;250815_1-XL;250815_1;5900;Champion;;Синий;              XL;;Зима;;;;;;;;2;0;;
;;;Пуховик;250815_1-XXL;250815_1;5900;Champion;;Синий;            XXL;;Зима;;;;;;;;2;0;;
Мужская одежда;Пуховики;Champion;Пуховик;250815_6;;5900;Champion;/upload/import/250815_6.JPG;Черный;;Верх: 100% полиэстер, наполнитель: Пух;Зима;;/upload/import/250815_7.JPG;/upload/import/250815_8.JPG;/upload/import/250815_9.JPG;/upload/import/250815_10.JPG;;;2;1;;
;;;Пуховик;250815_6-S;250815_6;5900;Champion;;Черный;                 S;;Зима;;;;;;;;2;0;;
;;;Пуховик;250815_6-M;250815_6;5900;Champion;;Черный;                M;;Зима;;;;;;;;2;0;;
;;;Пуховик;250815_6-L;250815_6;5900;Champion;;Черный;                L;;Зима;;;;;;;;2;0;;
;;;Пуховик;250815_6-XL;250815_6;5900;Champion;;Черный;              XL;;Зима;;;;;;;;2;0;;
;;;Пуховик;250815_6-XXL;250815_6;5900;Champion;;Черный;            XXL;;Зима;;;;;;;;2;0;;
Мужская одежда;Пуховики;Champion;Пуховик;250815_11;;5900;Champion;/upload/import/250815_11.JPG;Зеленый;;Верх: 100% полиэстер, наполнитель: Пух;Зима;;/upload/import/250815_12.JPG;/upload/import/250815_13.JPG;/upload/import/250815_14.JPG;/upload/import/250815_15.JPG;;;2;1;;
;;;Пуховик;250815_11-S;250815_11;5900;Champion;;Зеленый;                 S;;Зима;;;;;;;;2;0;;
;;;Пуховик;250815_11-M;250815_11;5900;Champion;;Зеленый;                M;;Зима;;;;;;;;2;0;;
;;;Пуховик;250815_11-L;250815_11;5900;Champion;;Зеленый;                L;;Зима;;;;;;;;2;0;;
;;;Пуховик;250815_11-XL;250815_11;5900;Champion;;Зеленый;              XL;;Зима;;;;;;;;2;0;;
;;;Пуховик;250815_11-XXL;250815_11;5900;Champion;;Зеленый;            XXL;;Зима;;;;;;;;2;0;;
Мужская одежда;Пуховики;Champion;Пуховик;250815_16;;5900;Champion;/upload/import/250815_16.JPG;Серый;;Верх: 100% полиэстер, наполнитель: Пух;Зима;;/upload/import/250815_17.JPG;/upload/import/250815_19.JPG;/upload/import/250815_20.JPG;/upload/import/250815_21.JPG;;;2;1;;
;;;Пуховик;250815_16-S;250815_16;5900;Champion;;Серый;                 S;;Зима;;;;;;;;2;0;;
;;;Пуховик;250815_16-M;250815_16;5900;Champion;;Серый;                M;;Зима;;;;;;;;2;0;;
;;;Пуховик;250815_16-L;250815_16;5900;Champion;;Серый;                L;;Зима;;;;;;;;2;0;;
;;;Пуховик;250815_16-XL;250815_16;5900;Champion;;Серый;              XL;;Зима;;;;;;;;2;0;;
;;;Пуховик;250815_16-XXL;250815_16;5900;Champion;;Серый;            XXL;;Зима;;;;;;;;2;0;;
