Название раздела;Название раздела;Название раздела;Название товара;Артикул товара;Артикул родительского товара;Цена товара;Название производителя;Файл изображения для товара;Цвет;Размер;Состав;Сезон;Описание товара;Дополнительное изображение № 1;Дополнительное изображение № 2;Дополнительное изображение № 3;Дополнительное изображение № 4;Дополнительное изображение № 5;Дополнительное изображение № 6;"Склад ""Основной""";Флаг индексации;Новые поступления;
Мужская одежда;Носки;Nur die;Носки;140515_76;;156;Nur die;/upload/import/140515_76.JPG;Черный;;70% хлоплк 28% полиамид 2% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;140515_76-39-42;140515_76;156;Nur die;;Черный;39-42;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Носки;140515_81;;156;Nur die;/upload/import/140515_81.JPG;Черный;;70% хлоплк 28% полиамид 2% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;140515_81-39-42;140515_81;156;Nur die;;Черный;39-42;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Носки;140515_80;;156;Nur die;/upload/import/140515_80.JPG;Черный;;70% хлоплк 28% полиамид 2% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;140515_80-39-42;140515_80;156;Nur die;;Черный;39-42;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Носки;140515_75;;156;Nur die;/upload/import/140515_75.JPG;Черный;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;140515_75-39-42;140515_75;156;Nur die;;Черный;39-42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки, колготки;Nur die;Гольфы;140515_66;;156;Nur die;/upload/import/140515_66.JPG;Бордовый;;100% акрил;Демисезон;;;;;;;;2;1;;
;;;Гольфы;140515_66-35-38;140515_66;156;Nur die;;Бордовый;35-38;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки, колготки;Nur die;Гольфы;140515_67;;156;Nur die;/upload/import/140515_67.JPG;Серый;;100% акрил;Демисезон;;;;;;;;2;1;;
;;;Гольфы;140515_67-39-42;140515_67;156;Nur die;;Серый;39-42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки, колготки;Nur die;Гетры;140515_47;;156;Nur die;/upload/import/140515_47.JPG;Мультиколор;;100% акрил;Демисезон;;;;;;;;2;1;;
;;;Гетры;140515_47-uni;140515_47;156;Nur die;;Мультиколор;             uni;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки, колготки;Nur die;Гетры;140515_48;;156;Nur die;/upload/import/140515_48.JPG;Мультиколор;;100% акрил;Демисезон;;;;;;;;2;1;;
;;;Гетры;140515_48-uni;140515_48;156;Nur die;;Мультиколор;             uni;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;The north face;Термоноски;140515_49;;350;The north face;/upload/import/140515_49.JPG;Серый;;35% тенсель 35% кулмакс 18% нейлон 10% лайкра 1% модал;Демисезон;;;;;;;;2;1;;
;;;Термоноски;140515_49-39-42;140515_49;350;The north face;;Серый;39-42;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;The north face;Термоноски;140515_62;;350;The north face;/upload/import/140515_62.JPG;Серый;;35% тенсель 35% кулмакс 18% нейлон 10% лайкра 1% модал;Демисезон;;;;;;;;2;1;;
;;;Термоноски;140515_62-39-42;140515_62;350;The north face;;Серый;39-42;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Jack Wolfskin;Термоноски;140515_63;;350;Jack Wolfskin;/upload/import/140515_63.JPG;Мультиколор;;35% тенсель 35% кулмакс 18% нейлон 10% лайкра 1% модал;Демисезон;;;;;;;;2;1;;
;;;Термоноски;140515_63-39-42;140515_63;350;Jack Wolfskin;;Мультиколор;39-42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки, колготки;Nur die;Носки;140515_97;;156;Nur die;/upload/import/140515_97.JPG;Мультиколор;;35% тенсель 35% кулмакс 18% нейлон 10% лайкра 1% модал;Демисезон;;;;;;;;2;1;;
;;;Носки;140515_97-35-38;140515_97;156;Nur die;;Мультиколор;35-38;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Комплект носков 2 пары;140515_50;;156;Nur die;/upload/import/140515_50.JPG;Черный;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Комплект носков 2 пары;140515_50-39-42;140515_50;156;Nur die;;Черный;39-42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки;Elbeo;Носки;140515_51;;156;Elbeo;/upload/import/140515_51.JPG;Коричневый;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;140515_51-35-38;140515_51;156;Elbeo;;Коричневый;35-38;;Демисезон;;;;;;;;2;0;;
;;;Носки;140515_51-39-42;140515_51;156;Elbeo;;Коричневый;39-42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки;Nur die;Комплект носков 2 пары;140515_52;;156;Nur die;/upload/import/140515_52.JPG;Черный;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Комплект носков 2 пары;140515_52-35-38;140515_52;156;Nur die;;Черный;35-38;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки;Nur die;Комплект носков (unisex) 3 пары;140515_60;;156;Nur die;/upload/import/140515_60.JPG;Белый;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Комплект носков (unisex) 3 пары;140515_60-39-42;140515_60;156;Nur die;;Белый;39-42;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Комплект носков (unisex) 3 пары;140515_60;;156;Nur die;/upload/import/140515_60.JPG;Белый;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Комплект носков (unisex) 3 пары;140515_60-39-42;140515_60;156;Nur die;;Белый;39-42;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Носки;140515_64;;156;Nur die;/upload/import/140515_64.JPG;Серый;;79% вискоза 19% полиамид 2% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;140515_64-43-46;140515_64;156;Nur die;;Серый;43-46;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Носки;140515_70;;156;Nur die;/upload/import/140515_70.JPG;Коричневый;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;140515_70-39-42;140515_70;156;Nur die;;Коричневый;39-42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки;Nur die;Комплект носков 3 пары;140515_71;;156;Nur die;/upload/import/140515_71.JPG;Бежевый;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Комплект носков 3 пары;140515_71-39-42;140515_71;156;Nur die;;Бежевый;39-42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки;Nur die;Носки;140515_72;;156;Nur die;/upload/import/140515_72.JPG;Голубой;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;140515_72-39-42;140515_72;156;Nur die;;Голубой;39-42;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Носки;140515_73;;156;Nur die;/upload/import/140515_73.JPG;Серый;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;140515_73-39-42;140515_73;156;Nur die;;Серый;39-42;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Носки;140515_74;;156;Nur die;/upload/import/140515_74.JPG;Синий;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;140515_74-43-46;140515_74;156;Nur die;;Синий;43-46;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Носки;140515_77;;156;Nur die;/upload/import/140515_77.JPG;Белый;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;140515_77-39-42;140515_77;156;Nur die;;Белый;39-42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки;Nur die;Комплект носков 3 пары;140515_78;;156;Nur die;/upload/import/140515_78.JPG;Черный;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Комплект носков 3 пары;140515_78-39-42;140515_78;156;Nur die;;Черный;39-42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки;Nur die;Комплект носков 3 пары;140515_79;;156;Nur die;/upload/import/140515_79.JPG;Черный;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Комплект носков 3 пары;140515_79-39-42;140515_79;156;Nur die;;Черный;39-42;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Носки;140515_88;;156;Nur die;/upload/import/140515_88.JPG;Бежевый;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;140515_88-43-46;140515_88;156;Nur die;;Бежевый;43-46;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Комплект носков 3 пары;140515_92;;156;Nur die;/upload/import/140515_92.JPG;Серый;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Комплект носков 3 пары;140515_92-39-42;140515_92;156;Nur die;;Серый;39-42;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Носки;140515_93;;156;Nur die;/upload/import/140515_93.JPG;Черный;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;140515_93-39-42;140515_93;156;Nur die;;Черный;39-42;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Носки;140515_94;;156;Nur die;/upload/import/140515_94.JPG;Мультиколор;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;140515_94-39-42;140515_94;156;Nur die;;Мультиколор;39-42;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Носки;140515_96;;156;Nur die;/upload/import/140515_96.JPG;Черный;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;140515_96-39-42;140515_96;156;Nur die;;Черный;39-42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки, колготки;Nur die;Носки;190515_1;;156;Nur die;/upload/import/190515_1.JPG;Черный;;63% хлопок 37% полиамид;Демисезон;;;;;;;;2;1;;
;;;Носки;190515_1-35-38;190515_1;156;Nur die;;Черный;35-38;;Демисезон;;;;;;;;2;0;;
;;;Носки;190515_1-39-42;190515_1;156;Nur die;;Черный;39-42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки, колготки;Nur die;Носки (unisex);190515_2;;156;Nur die;/upload/import/190515_2.JPG;Мультиколор;;63% хлопок 37% полиамид;Демисезон;;;;;;;;2;1;;
;;;Носки (unisex);190515_2-39-42;190515_2;156;Nur die;;Мультиколор;39-42;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Носки (unisex);190515_2;;156;Nur die;/upload/import/190515_2.JPG;Мультиколор;;63% хлопок 37% полиамид;Демисезон;;;;;;;;2;1;;
;;;Носки (unisex);190515_2-39-42;190515_2;156;Nur die;;Мультиколор;39-42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки, колготки;Nur die;Носки;190515_3;;156;Nur die;/upload/import/190515_3.JPG;Черный;;80% хлопок 17% полиамид 3% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;190515_3-39-42;190515_3;156;Nur die;;Черный;39-42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки, колготки;Nur die;Носки;190515_4;;156;Nur die;/upload/import/190515_4.JPG;Фиолетовый;;99% полиэстер 1% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;190515_4-35-38;190515_4;156;Nur die;;Фиолетовый;35-38;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки, колготки;Nur die;Носки;190515_5;;156;Nur die;/upload/import/190515_5.JPG;Черный;;99% полиэстер 1% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;190515_5-35-38;190515_5;156;Nur die;;Черный;35-38;;Демисезон;;;;;;;;2;0;;
;;;Носки;190515_5-39-42;190515_5;156;Nur die;;Черный;39-42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки, колготки;Nur die;Носки;190515_6;;156;Nur die;/upload/import/190515_6.JPG;Мультиколор;;86% полиамид 8% хлопок 5% полиэстер 1% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;190515_6-35-38;190515_6;156;Nur die;;Мультиколор;35-38;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Носки;190515_7;;156;Nur die;/upload/import/190515_7.JPG;Черный;;85% хлопок 14% полиамид 1% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;190515_7-39-42;190515_7;156;Nur die;;Черный;39-42;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Носки;190515_8;;156;Nur die;/upload/import/190515_8.JPG;Черный;;85% хлопок 14% полиамид 1% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;190515_8-39-42;190515_8;156;Nur die;;Черный;39-42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки, колготки;Nur die;Носки;190515_9;;156;Nur die;/upload/import/190515_9.JPG;Черный;;85% хлопок 14% полиамид 1% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;190515_9-39-42;190515_9;156;Nur die;;Черный;39-42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки, колготки;Nur die;Носки;190515_10;;156;Nur die;/upload/import/190515_10.JPG;Черный;;85% хлопок 14% полиамид 1% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;190515_10-35-38;190515_10;156;Nur die;;Черный;35-38;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки, колготки;Nur die;Носки;190515_11;;156;Nur die;/upload/import/190515_11.JPG;Коричневый;;85% хлопок 14% полиамид 1% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;190515_11-39-42;190515_11;156;Nur die;;Коричневый;39-42;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Носки;Nur die;Носки;190515_12;;156;Nur die;/upload/import/190515_12.JPG;Черный;;85% хлопок 14% полиамид 1% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;190515_12-39-42;190515_12;156;Nur die;;Черный;39-42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Носки, колготки;Nur die;Носки;190515_13;;156;Nur die;/upload/import/190515_13.JPG;Бежевый;;54% полиэстер 28% хлопок 16% полиамид 2% эластан;Демисезон;;;;;;;;2;1;;
;;;Носки;190515_13-35-38;190515_13;156;Nur die;;Бежевый;35-38;;Демисезон;;;;;;;;2;0;;
